Frame,Knee_Angle,Hip_Angle
138,0.7514388356767654,0.4952099585324845
139,0.6194381144267709,0.6612936812219914
140,0.487926650791195,0.7769551090950984
141,0.31323780417073976,0.9389111286989476
142,0.15853180227310304,1.1534038527880455
143,0.04977854002015647,1.2367694939246974
144,0.06850553949990967,1.3171247637064596
145,0.21425349883870126,1.4658281658214776
146,0.3214107530739909,1.5696527011558317
147,0.4125871590809709,1.6263283087496632
148,0.43152763666191163,1.6568581276412147
149,0.47892214366220287,1.6671689359731374
150,0.19362477017986635,1.5765316485648952
151,0.18118184737650722,1.573470393324584
152,0.032060187911724825,1.5347228856183506
153,0.018789463305523668,1.5558440859364566
154,0.015845879508560756,1.5456975013111673
155,0.10136728758809,1.7081964539040655
156,0.14091066488481374,1.7218337231731482
157,0.1725639106536221,1.7346246444301983
158,0.24551583355119533,1.7901666661607578
159,0.19158073532636877,1.7423472207065345
160,0.1958333766055489,1.7493060447138191
161,0.17788145049610193,1.787518604630975
162,0.1594359914307404,1.8234783805685026
163,0.19297440862285953,1.9054581568477147
164,0.34830039646371347,2.258107677871891
165,0.275451485507773,2.258837311167696
166,0.24218689693640272,2.26915788909821
167,0.4114106468805687,2.5434147311736126
168,0.6076639311512224,2.629300248996657
169,0.9960280701584452,2.8969731901974285
170,1.8683303727670761,3.8603559162674514
171,2.677606364242223,4.904994686120858
172,3.4682809486372435,5.900151200674799
173,4.928542816108461,7.263615682505389
174,6.542384497087966,8.745298032100692
175,7.5527487645033204,9.414500887832276
176,8.646877440313261,10.189828552066075
177,9.998007250419505,11.14289437877639
178,12.410194184026693,13.025167075012291
179,13.72593560974596,14.580673436693985
180,15.03060586528241,15.510102174026883
181,17.40403218672668,17.252163601184463
182,19.06797988198045,18.52553332081925
183,20.414180766849483,20.249487787435214
184,20.408337091527443,20.35124656393566
185,20.861180221812702,20.946485674795923
186,21.604610633991967,21.68248238268174
187,22.220364263362114,22.370165350410076
188,22.48764988005135,22.759501505966966
189,23.230064794616993,23.588194623059678
190,23.774312390239487,24.23071966610533
191,25.06532153091277,25.718423192256438
192,26.257994767297703,26.736486949427245
193,27.29862837997399,27.830525644076573
194,28.125248418926844,29.058026182688877
195,29.104993622196446,29.820506803997887
196,29.8279779627276,30.480935170365257
197,30.583800316817047,31.140556735203745
198,31.339638421388884,32.344061742581175
199,32.16506667351223,32.798608214454106
200,32.873634494695295,33.31354145961376
201,33.995735160449215,34.014097751351926
202,34.76871608973275,34.79405854387835
203,35.50683834801893,35.723289972018364
204,36.17384753828466,36.98074970522288
205,36.48824284672247,37.73025744485025
206,36.85511090843107,38.268893998976495
207,37.58521818503715,38.863339607297576
208,38.54308073206971,39.77165106201767
209,39.179778573500016,40.36198111846002
210,39.667833353669664,41.064801786223
211,40.64517717607933,42.01946267060271
212,42.50716350779871,43.56958139495575
213,44.076196799263045,44.87396366880296
214,44.85696942914524,45.569619787025715
215,45.34958337045427,45.965752168793756
216,45.907981965392764,46.6776447119116
217,46.34044562224793,47.38911198069303
218,46.667801504944265,47.85211810869842
219,47.30452815946029,48.162353298027824
220,47.57261753492901,48.7285649228194
221,47.8272705276587,49.058422122808366
222,48.315545614874054,49.88147698532498
223,48.89180899188247,50.856198133449595
224,49.47076602039391,51.4892517943733
225,50.30076230427406,52.479497128726734
226,50.832781903805454,53.44408827123583
227,51.27360203706763,54.25095946515607
228,52.01020689712182,54.78420162097754
229,52.38268621298292,55.270741682420066
230,52.77609562853226,55.76306086455418
231,53.13829217094607,56.34367113852909
232,53.145180216306926,56.54514287348306
233,53.641582069416614,57.187990423574945
234,54.0945496726151,57.75718370420087
235,54.850461741943334,58.482319018657705
236,55.237054293258765,59.16342900980743
237,55.35656573353111,59.81703293035683
238,56.03928859317787,60.45698790615995
239,56.11867612933044,60.60329735864185
240,56.8063507645234,61.1601006441589
241,57.48565629746868,61.807368413343966
242,58.136219413480376,62.56630476890774
243,59.27952788997514,63.663140415924715
244,60.46234165152137,64.58590653309625
245,61.440030465741415,65.17929702249543
246,62.211872189397,65.84839434725194
247,63.02617525678137,66.49890024048399
248,63.95637699983507,67.90502475816234
249,64.59120145727424,68.76643667717366
250,65.32761918834716,69.4495081348445
251,66.57175604127792,70.19353881604523
252,67.53382652808757,71.29594705051679
253,68.64362947961541,72.41337545740537
254,69.40152392899435,72.97305838411052
255,70.0302419479058,73.44298714312244
256,70.64820892815592,73.90386226547837
257,71.41252250301181,74.2978178116617
258,71.7062181433379,74.37238552504103
259,71.91626361418864,74.68929852551705
260,72.0971642252427,74.89087093723036
261,72.72643991844215,75.56435739249821
262,73.46525342336022,75.89344325448094
263,73.71283361987477,76.28241723821557
264,74.17436079144711,76.5182912691625
265,74.4604261796783,76.567787989123
266,74.68653219178665,76.71153180079561
267,75.03977031949853,76.86864188341491
268,75.8310004337283,77.3701391037377
269,76.95738034730455,78.17276066690717
270,77.52261439435381,78.76938313593996
271,78.45048442654999,80.03688887212684
272,79.4391317536612,80.9490867858808
273,79.62486767975642,80.94376052586544
274,80.40978337268673,81.9299677970863
275,80.50987674387727,82.42979062357215
276,80.59359754602399,82.79589157115502
277,81.49187059029448,83.62808180960259
278,81.64202070051628,83.91171123565934
279,82.06864694903734,84.47928844484478
280,83.07067509356007,85.56538456157786
281,83.59229207429577,86.36449835334284
282,84.45647277837834,87.27496432484355
283,85.18696353798879,88.14570320126806
284,85.73554569078,88.80785342145171
285,86.2038754814995,89.30537513085288
286,86.58961180976878,89.83056613045144
287,87.21967316619467,90.29298935069184
288,87.7557428499285,90.92478477451546
289,88.09293589769297,91.21971882061263
290,87.64105172165573,91.27689490527217
291,88.14414398279517,91.6568814239656
292,89.23028072733003,92.27103150148429
293,90.22331999830753,93.10804835281961
294,91.37758684070945,93.74390694436657
295,91.77608900566831,94.0959791228131
296,92.50672127859688,94.77069679218393
297,92.80401387096508,95.28070906915049
298,92.85627908391714,95.45350720888254
299,92.84628418548083,95.18626878483543
300,94.61421315845175,97.93581678879454
301,94.60718660916571,98.46578670104104
302,95.45915747647904,99.36033771350323
303,96.45333414404938,100.36562993513547
304,97.03730486819533,100.89127636706769
305,97.29321622133044,101.50426281999745
306,98.06727129576683,102.8741869086272
307,99.23985496028668,104.49073858703433
308,99.85160195277977,105.17107344066484
309,100.35766687902507,106.07926977959612
310,100.84769096484281,106.89894090250777
311,101.26722173105635,107.61616408091092
312,101.56654067742596,108.37632988692944
313,102.17422026500249,109.30545608948944
314,102.45080392346776,109.959957824123
315,102.11354444960291,110.176133114394
316,102.93735918559042,111.2208917213876
317,103.2394294716759,111.69137349094171
318,103.40041905837062,112.03698500602363
319,104.38802558331783,113.01107754735771
320,105.51263644192717,114.41513467329854
321,106.09659540823232,115.20279439105494
322,105.80514759390205,115.09649947972676
323,106.80095157489366,115.75643270890846
324,108.23207962467295,117.42822115025268
325,108.63730972343305,118.03690631997077
326,108.83896556993665,118.34495081827373
327,108.76446836484455,118.63519250563283
328,108.85179228433016,118.88428435891274
329,109.05641969254128,119.03627576057733
330,108.9795521504114,118.79478456535143
331,109.4475952203381,119.01897205832921
332,109.4300158561109,118.88021890158106
333,109.53929798900208,119.29623931982456
334,109.80549268481072,119.5560612424308
335,110.32372462706944,119.89711605087102
336,110.54274949864859,120.00801289478031
337,110.94193965746622,120.56335731916153
338,111.24137876681647,120.87328050628844
339,111.030004262563,120.93071295043165
340,111.07929747478595,121.26111748075081
341,111.45448254525593,121.70991807784213
342,111.70728888211298,122.07226821299942
343,112.0440736324914,123.04137900842724
344,112.04241707844166,123.32466242157781
345,111.71516767663212,123.76756329128641
346,112.0361942369896,124.67660877753208
347,112.08533393016351,124.83854272395287
348,112.27178327389373,125.1583651506859
349,112.31083559398708,125.48920038444842
350,112.29142970499072,125.41073272020284
351,111.91833599892603,124.81502884581529
352,111.67282943556614,124.47851697202921
353,110.80475319282588,123.63893587578053
354,110.44787192301014,123.24899678209809
355,110.21048761517315,122.93415253392499
356,109.8945286352457,122.82853578091606
357,109.08067338200159,122.3845485043905
358,108.7334883486531,122.08577486737832
359,107.99681358982033,121.64392039706301
360,107.65942850217662,120.9430954651219
361,107.32477889385413,120.83406448591774
362,106.44142785736652,119.93862216734188
363,105.45561658140583,118.99451530874713
364,105.53935528319035,118.83943661306722
365,105.10571390972355,118.0541295052352
366,104.40571071960319,117.87071067698135
367,103.32375406313187,116.80811254911
368,102.97389824661008,116.60307702448677
369,102.68976678196417,115.88135966424834
370,102.58693568889828,115.67294615273232
371,101.5134956760739,114.40198792648104
372,100.33902242630556,113.61994711497302
373,99.97780381772824,113.29763180258762
374,98.94964671055658,112.61526632154472
375,97.9762498795222,111.49730230625852
376,96.89795281638972,110.24835176857349
377,95.73353904064834,109.64860841786437
378,94.36803853124948,108.62537122397345
379,93.37127118609422,107.09771003540949
380,92.17468790725798,105.75170257228288
381,90.61867132914722,104.53053098205673
382,89.86921298087317,103.49164554284687
383,89.38485861839882,102.86587310071472
384,88.40281535742714,102.25694765069653
385,86.77984621391603,101.39548059455794
386,86.5150907808488,101.17080784487888
387,85.44919875892506,100.45861112632966
388,84.43633608478738,99.3511521268639
389,83.05051682836547,98.28737540736674
390,82.38066373742639,97.43093516654797
391,81.85277342246393,97.05580894339082
392,80.76350077572562,96.26559670353844
393,79.79984749154387,94.91751293282798
394,78.71320888643498,94.7161522410579
395,77.17074479859862,93.06835345930968
396,75.68402065965914,91.3575409649246
397,75.35805703949384,90.87997740836627
398,74.01088521483497,89.48661993223088
399,72.3796460785723,87.69075387857197
400,71.13198492097824,86.33685566821575
401,70.27461085228984,85.10522600298796
402,68.57179732777874,83.43231355239253
403,67.20878464658952,81.66207798720548
404,65.79911231624416,80.36229467655583
405,64.98297286021264,79.38102032558653
406,64.00249767015822,78.55088774245685
407,63.2192877564477,77.38309538073922
408,62.72220154583857,76.71028261589294
409,62.1671500074699,76.20351842926634
410,60.93312480684352,75.65910368663722
411,60.191126128950685,74.86349287883422
412,59.26428294643357,73.66030042043695
413,58.5472303213313,73.28193199781809
414,57.72356102530432,71.938773549087
415,56.74670144278225,70.73439624787227
416,55.71676916606191,69.73995246386022
417,54.22375518337583,68.6452118682641
418,52.83696199226098,67.12598504142747
419,52.49764248662483,66.0034222715914
420,51.075355346222494,64.24065479134367
421,49.946382977701205,62.67938606896281
422,48.35179122850229,61.051381510282596
423,47.55625218224128,60.22778096650889
424,46.57139121312011,59.415586413076355
425,46.160606406832386,58.70867846855481
426,45.81201749576266,57.99488289828555
427,45.264221130826854,57.43470505168233
428,44.46209607572055,56.66266473238463
429,43.813296750877214,55.71886842909238
430,42.979483199321606,54.74429277293471
431,42.07106790288688,53.62602305238295
432,41.4137698797995,53.02652480439882
433,40.2123942746924,52.04131779147467
434,38.74946056327016,50.5804882524165
435,37.69853148186627,49.586513243004106
436,36.733744291923756,48.544133537505076
437,35.46790206001492,47.31845580701153
438,34.18874017605961,45.73405370789513
439,32.66839681428891,44.56478233920325
440,31.78250790406929,43.82981096221016
441,30.9860124152151,43.18982112435884
442,30.61763027128862,42.70761095921114
443,29.99889674091048,41.89869248694529
444,29.387847413630027,40.99634121753604
445,28.585817855480656,39.98034660720967
446,28.18682868584301,38.93257282717977
447,27.37291277498656,37.6033577761896
448,26.541850507965137,36.54611760247212
449,25.509364033903978,35.44636835384449
450,24.717279998188985,34.90115028413189
451,23.915815690045434,34.11165254000866
452,22.92421199729742,33.12040769962306
453,21.965053381581015,31.886380264390795
454,21.039455263804456,30.94053001258297
455,20.412302249085826,29.914539644416834
456,20.138061909157415,29.33930785038993
457,19.904503820259947,28.82531237616783
458,19.578397303910947,28.27129029193742
459,19.049768913564378,27.242849934376665
460,18.570596100980254,26.40044401494839
461,18.22200100552439,25.83088706891681
462,17.540018316877166,24.89696425846111
463,16.42648885715687,23.30658039522686
464,15.592975479351281,22.32757960879718
465,13.756446617770678,20.82332590838456
466,12.81409715925085,19.54801610253844
467,12.064874462370511,18.61597478860557
468,11.342228888278754,17.831978109304117
469,10.979161362723772,17.321396289086806
470,10.516043107576877,16.315451010661576
471,9.702797538999874,15.410363379976161
472,8.63175716347817,14.341302703077332
473,7.869793035430405,13.529636280354367
474,6.975649845195562,12.652406830824077
475,6.533919848747189,11.999836460753926
476,6.024691376985402,11.421782663989518
477,5.561552193317084,10.879190069694772
478,4.964398756407576,10.197903920404684
479,4.36545628190197,9.435117327176101
480,3.4419593927438257,8.294186371849975
481,2.8132287116472128,7.679722492094157
482,2.040843296419581,6.990679326937709
483,1.7171966064409219,6.517113477304775
484,1.2740625844792532,5.918434418723422
485,0.32742577866630995,4.764996851616047
486,0.65822404913132,3.4758700635686353
487,1.3521972655332206,2.4691043008370457
488,2.022326609532854,1.8597685911164774
489,2.478697569418472,1.3933264757352504
490,2.7203525603572984,1.4219877308082118
491,3.318576550909569,0.7059821340520216
492,3.633791019762981,0.40151570170149853
493,3.8503855351123093,0.23467492666446788
494,4.073354962250278,0.16305460406263705
495,4.059109370724656,0.07811577225680821
496,3.9338521287516244,0.07199110761484917
497,3.8665359295507074,0.12322686985942255
498,3.816290497532407,0.1442847114582264
499,3.829415067197317,0.1489103828429279
500,3.8522598749855206,0.018385290096603057
501,4.119860616720445,0.1517171847785903
502,4.196307041494464,0.3196744212479814
503,4.257254650474664,0.4824929390619843
504,4.412960480606785,0.75546910447963
505,4.62469697022388,0.894476414023984
506,4.6993800101407714,1.0487068467527365
507,4.733605658586214,1.1341422236930327
508,4.748974926120752,1.1735798767136032
509,4.761271256258311,1.287754844131797
510,4.818000751278419,1.3717248575732413
511,4.898765941533696,1.4545533071539296
512,5.02044115731411,1.6262053145331947
513,4.958661119130596,1.6545232608735603
514,5.0401939420502515,1.8042123373506627
515,5.061703874164635,1.846073774078917
516,5.056073667206306,2.002479170189673
517,5.149656550370338,2.1693010629001037
518,5.212337967555698,2.4089203467076743
519,5.21056740549173,2.472880653401205
520,5.303870430862958,2.8018094652245225
521,5.343348041071295,2.9429381670314
522,5.215616165881983,3.036236032369459
523,5.178754416626333,3.243439091812661
524,5.204232780386718,3.3803377704550996
525,5.136564848306307,3.3694796464285446
526,5.130997672449723,3.372946410640708
527,5.0607482271491335,3.392543423687698
528,4.91344997475386,3.4613549661679883
529,4.870406321156935,3.487993475162881
530,4.791876961773767,3.4375268789019913
531,4.7539624114651815,3.4459880802792497
532,4.647610358999145,3.3794038196665497
533,4.5769876131085425,3.5581730675167194
534,4.551670985048929,3.5895424047053552
535,4.528214544598114,3.595910544139741
536,4.382988724758775,3.5778831362399615
537,4.406124921106539,3.5782632697234646
538,4.2621615284602115,3.5733607551522653
539,4.216118223304761,3.636492481629716
540,4.1332514684991395,3.728347361672661
